Case Number,Case Open Date,Case Close Date,Case Year,Case Sub-Type,Address Zip Code
20152539,12/11/2015,12/28/2015,2015,Industrial/commercial   Equipment Noise,20878
24012,10/26/2010,04/04/2011,2010,Residential   Mechanical,20817
17000,12/01/2005,01/03/2006,2005,Residential   Construction/repair/demolition,20901
20202123,07/06/2020,08/07/2020,2020,Industrial/commercial   Electrical Amp Equip,20852
20222601,12/28/2022,01/11/2023,2022,Residential   El  Amplification Equip,20850
20161418,04/28/2016,06/20/2016,2016,Residential Muti Tenant Dwelling,20841
2013440,04/25/2013,05/23/2013,2013,Industrial/commercial   Equipment Noise,20827
7579,07/21/1997,09/12/1997,1997,Residential House/yard,20877
2014134,01/13/2014,01/22/2014,2014,Residential   Mechanical,20852
20212759,11/23/2021,12/14/2021,2021,Residential   Construction/repair/demolition,20814
20202536,09/30/2020,03/24/2021,2020,Residential   Construction/repair/demolition,20854
16991,12/01/2005,08/14/2006,2005,Residential   Mechanical,20852
20182543,11/23/2018,12/17/2018,2018,Residential   Construction/repair/demolition,20906
2013217,02/19/2013,03/22/2013,2013,Residential Muti Tenant Dwelling,20878
20191548,04/15/2019,05/20/2019,2019,Residential Muti Tenant Dwelling,20874
20231268,03/06/2023,04/10/2023,2023,Noise Industrial/commercial   Leaf Blower Noise,20833
20251120,02/06/2025,04/08/2025,2025,Waiver Request,20910
7664,08/05/1997,08/14/1997,1997,Residential House/yard,20886
26741,08/01/2012,09/25/2012,2012,Residential   El  Amplification Equip,20886
25404,09/02/2011,09/21/2011,2011,Industrial/commercial   Equipment Noise,20814
20201722,05/05/2020,07/21/2020,2020,Industrial/commercial   Equipment Noise,20816
204,03/03/2000,03/21/2000,2000,Residential   Construction/repair/demolition,20816
20181397,03/29/2018,06/15/2018,2018,Industrial/commercial   Equipment Noise,20814
20201565,04/09/2020,05/11/2020,2020,Residential   El  Amplification Equip,20886
16337,05/24/2005,06/21/2005,2005,Residential   Construction/repair/demolition,20814
20162329,10/10/2016,10/20/2016,2016,Noise Industrial/commercial   Leaf Blower Noise,20814
2013470,05/02/2013,08/23/2013,2013,Industrial/commercial   Electrical Amp Equip,20910
20222366,10/17/2022,10/31/2022,2022,Residential   Construction/repair/demolition,20854
20141394,10/29/2014,11/12/2014,2014,Residential   Construction/repair/demolition,20871
18097,08/28/2006,09/27/2006,2006,Industrial/commercial   Equipment Noise,20871
20181932,06/18/2018,09/04/2018,2018,Industrial/commercial   Electrical Amp Equip,20904
20202173,07/15/2020,07/27/2020,2020,Residential   Construction/repair/demolition,20817
20152120,08/31/2015,09/09/2015,2015,Industrial/commercial   Refuse Noise Collection,20854
5950,06/04/1996,07/09/1996,1996,Residential House/yard,20854
10207,07/20/1998,08/03/1998,1998,Industrial/commercial  construction/repair/demolit,20850
25735,11/29/2011,03/01/2012,2011,Waiver Request,20850
20151485,04/24/2015,05/27/2015,2015,Noise Industrial/commercial   Leaf Blower Noise,20854
20152498,12/04/2015,02/02/2016,2015,Industrial/commercial   Equipment Noise,20814
20201713,05/04/2020,05/19/2020,2020,Industrial/commercial  construction/repair/demolit,20850
14556,04/28/2004,05/06/2004,2004,Residential House/yard,20841
20231676,05/24/2023,09/11/2023,2023,Residential   Construction/repair/demolition,20817
20201036,01/09/2020,01/13/2020,2020,Industrial/commercial   Equipment Noise,20906
16208,04/25/2005,08/31/2005,2005,Industrial/commercial  construction/repair/demolit,20879
17702,05/25/2006,08/04/2006,2006,Industrial/commercial   Electrical Amp Equip,20904
9654,03/24/1998,05/31/1999,1998,Industrial/commercial   Equipment Noise,20852
18189,09/26/2006,01/24/2007,2006,Industrial/commercial  construction/repair/demolit,20855
20152167,09/03/2015,10/01/2015,2015,Residential Muti Tenant Dwelling,20871
911,08/17/2000,08/23/2001,2000,Industrial/commercial   Equipment Noise,20850
20151003,01/05/2015,01/06/2015,2015,Residential Muti Tenant Dwelling,20912
20232498,11/08/2023,12/15/2023,2023,Noise Industrial/commercial   Leaf Blower Noise,20854
20191869,05/29/2019,07/24/2019,2019,Industrial/commercial   heat Pump/ac Noise,20910
20251371,03/25/2025,,2025,Residential   Construction/repair/demolition,20886
20141368,10/20/2014,11/10/2014,2014,Residential   Construction/repair/demolition,20814
11431,05/15/2002,08/08/2003,2002,Industrial/commercial   heat Pump/ac Noise,20912
20182404,10/15/2018,10/17/2018,2018,Industrial/commercial  construction/repair/demolit,20814
24617,04/05/2011,07/12/2011,2011,Waiver Request,20850
20162645,12/29/2016,01/23/2017,2016,Residential   Mechanical,20877
20202835,11/30/2020,12/21/2020,2020,Residential   El  Amplification Equip,20902
20202807,11/20/2020,02/22/2021,2020,Industrial/commercial   Equipment Noise,20910
2013503,05/08/2013,06/04/2013,2013,Industrial/commercial   Electrical Amp Equip,20871
20241945,07/03/2024,10/18/2024,2024,Industrial/commercial  construction/repair/demolit,20816
9042,09/09/1999,11/06/1999,1999,Industrial/commercial  construction/repair/demolit,20854
20201143,01/31/2020,02/24/2020,2020,Residential   El  Amplification Equip,20832
20242474,10/22/2024,10/31/2024,2024,Residential House/yard,20850
26194,03/29/2012,05/17/2012,2012,Industrial/commercial   heat Pump/ac Noise,20901
25683,11/14/2011,12/14/2011,2011,Residential   Construction/repair/demolition,20817
14146,02/12/2004,06/09/2004,2004,Residential   El  Amplification Equip,20872
18671,02/23/2007,04/30/2007,2007,Industrial/commercial   Equipment Noise,20854
20161318,04/05/2016,05/09/2016,2016,Residential   Mechanical,20852
6431,10/16/1996,01/10/1997,1996,Industrial/commercial   Equipment Noise,20854
19716,11/14/2007,12/05/2007,2007,Residential   Construction/repair/demolition,20901
20192203,08/02/2019,09/10/2019,2019,Residential   Construction/repair/demolition,20904
20178,04/07/2008,04/30/2008,2008,Industrial/commercial  construction/repair/demolit,20854
20161374,04/18/2016,11/01/2016,2016,Industrial/commercial   Equipment Noise,20814
20232050,08/04/2023,11/28/2023,2023,Residential   Construction/repair/demolition,20910
20231976,07/20/2023,08/18/2023,2023,Residential   Construction/repair/demolition,20852
20131177,09/19/2013,09/30/2013,2013,Residential   Mechanical,20815
20231423,04/04/2023,04/05/2023,2023,Industrial/commercial   Electrical Amp Equip,20852
20202486,09/18/2020,11/20/2020,2020,Residential   Construction/repair/demolition,20850
20201772,05/11/2020,06/10/2020,2020,Residential Muti Tenant Dwelling,20866
20221069,01/21/2022,05/31/2022,2022,Industrial/commercial  construction/repair/demolit,20910
20161900,07/08/2016,09/29/2016,2016,Waiver Request,20850
26625,07/06/2012,08/21/2012,2012,Waiver Request,20853
20684,08/04/2008,09/04/2008,2008,Residential   Construction/repair/demolition,20910
20241523,04/16/2024,04/16/2024,2024,Industrial/commercial   Electrical Amp Equip,20910
5800,05/06/1996,07/03/1996,1996,Industrial/commercial  construction/repair/demolit,20854
20192071,07/08/2019,07/12/2019,2019,Information Request,20852
10424,09/11/1998,02/08/1999,1998,Industrial/commercial  construction/repair/demolit,20878
18938,04/27/2007,05/17/2007,2007,Industrial/commercial  construction/repair/demolit,20815
20192004,06/24/2019,07/19/2019,2019,Residential Muti Tenant Dwelling,20851
20241611,05/01/2024,07/23/2024,2024,Industrial/commercial   Electrical Amp Equip,20910
26482,06/05/2012,07/30/2012,2012,Industrial/commercial  construction/repair/demolit,20902
7699,08/12/1997,08/22/1997,1997,Industrial/commercial   Equipment Noise,20854
7367,06/04/1997,07/14/1997,1997,Industrial/commercial  construction/repair/demolit,20876
19629,10/16/2007,10/29/2007,2007,Industrial/commercial  construction/repair/demolit,20871
20141550,12/02/2014,12/15/2014,2014,Industrial/commercial  construction/repair/demolit,20904
10153,07/13/1998,07/14/1998,1998,Industrial/commercial   Equipment Noise,20814
26311,04/25/2012,02/15/2013,2012,Industrial/commercial   Electrical Amp Equip,20910
20201704,05/01/2020,05/11/2020,2020,Residential Muti Tenant Dwelling,20814
2013141,01/24/2013,02/25/2013,2013,Residential Muti Tenant Dwelling,20874
20182213,08/29/2018,08/29/2018,2018,Industrial/commercial  construction/repair/demolit,20814
16903,11/09/2005,11/15/2005,2005,Industrial/commercial  construction/repair/demolit,20850
20242168,08/19/2024,09/05/2024,2024,Industrial/commercial   Equipment Noise,20850
20192451,09/27/2019,10/21/2019,2019,Residential   El  Amplification Equip,20850
20242697,12/06/2024,01/23/2025,2024,Industrial/commercial  construction/repair/demolit,20815
2127,06/05/2001,03/21/2002,2001,Industrial/commercial   Equipment Noise,20904
20161521,05/24/2016,06/20/2016,2016,Industrial/commercial  construction/repair/demolit,20895
183,02/28/2000,09/12/2000,2000,Residential   El  Amplification Equip,20854
20957,10/16/2008,10/28/2008,2008,Industrial/commercial  construction/repair/demolit,20815
20711,08/11/2008,08/18/2008,2008,Residential   Construction/repair/demolition,20814
20192612,10/31/2019,02/19/2020,2019,Waiver Request,20814
17720,05/31/2006,07/14/2006,2006,Industrial/commercial  construction/repair/demolit,20814
20206,04/14/2008,05/16/2008,2008,Industrial/commercial  construction/repair/demolit,20906
12305,02/11/2003,08/04/2003,2003,Residential   Motor Vehicle Noise,20910
20182585,12/06/2018,12/21/2018,2018,Industrial/commercial  construction/repair/demolit,20817
20211969,06/21/2021,07/28/2021,2021,Residential   El  Amplification Equip,20878
7228,05/05/1997,06/20/1997,1997,Residential House/yard,20853
20231646,05/19/2023,07/13/2023,2023,Waiver Request,20816
20191129,02/07/2019,02/21/2019,2019,Residential Muti Tenant Dwelling,20886
26537,06/18/2012,07/05/2012,2012,Industrial/commercial  construction/repair/demolit,20850
20231176,02/13/2023,03/10/2023,2023,Residential   Construction/repair/demolition,20817
20161430,05/02/2016,05/17/2016,2016,Residential House/yard,20815
20151833,06/23/2015,08/03/2015,2015,Industrial/commercial   Electrical Amp Equip,20854
19242,06/29/2007,04/04/2008,2007,Industrial/commercial  construction/repair/demolit,20815
18150,09/14/2006,10/17/2006,2006,Industrial/commercial   Electrical Amp Equip,20853
20152004,07/30/2015,09/18/2015,2015,Residential   El  Amplification Equip,20850
15232,09/03/2004,02/25/2005,2004,Residential   Mechanical,20910
15406,10/12/2004,05/25/2005,2004,Industrial/commercial   Electrical Amp Equip,20910
20161182,03/01/2016,03/11/2016,2016,Residential   Mechanical,20853
20171512,05/03/2017,10/12/2017,2017,Industrial/commercial   Equipment Noise,20814
20242482,10/22/2024,11/07/2024,2024,Residential House/yard,20854
20141518,11/19/2014,01/05/2015,2014,Industrial/commercial  construction/repair/demolit,20852
14666,05/17/2004,12/30/2004,2004,Residential   Construction/repair/demolition,20812
20212876,12/23/2021,03/23/2022,2021,Residential Muti Tenant Dwelling,20904
595,06/15/2000,09/13/2000,2000,Industrial/commercial  construction/repair/demolit,20852
10216,07/21/1998,08/11/1998,1998,Industrial/commercial  construction/repair/demolit,20895
20241257,02/26/2024,10/01/2024,2024,Industrial/commercial   Electrical Amp Equip,20879
20232347,10/05/2023,10/24/2023,2023,Residential   Construction/repair/demolition,20818
20221979,07/19/2022,02/06/2023,2022,Residential   Construction/repair/demolition,20878
20172110,08/14/2017,08/28/2017,2017,Residential   Construction/repair/demolition,20814
17822,06/22/2006,07/20/2006,2006,Industrial/commercial   Equipment Noise,20814
24623,04/05/2011,04/22/2011,2011,Industrial/commercial   Electrical Amp Equip,20852
20151974,07/23/2015,10/23/2015,2015,Waiver Request,20904
2014187,01/27/2014,02/28/2014,2014,Industrial/commercial  construction/repair/demolit,20817
20131061,08/21/2013,09/30/2013,2013,Residential   El  Amplification Equip,20904
1311,12/11/2000,01/31/2001,2000,Industrial/commercial  construction/repair/demolit,20910
20151777,06/15/2015,06/22/2015,2015,Industrial/commercial   Electrical Amp Equip,20904
20161891,07/06/2016,07/18/2016,2016,Industrial/commercial   heat Pump/ac Noise,20910
20222347,10/11/2022,11/18/2022,2022,Residential House/yard,20910
18905,04/20/2007,03/06/2008,2007,Industrial/commercial   Equipment Noise,20878
20222386,10/21/2022,12/09/2022,2022,Industrial/commercial   Electrical Amp Equip,20860
20232608,12/04/2023,02/21/2024,2023,Residential   El  Amplification Equip,20841
127,02/10/2000,08/08/2000,2000,Industrial/commercial   Equipment Noise,20895
8263,04/06/1999,07/29/1999,1999,Residential   El  Amplification Equip,20882
20182628,12/13/2018,12/21/2018,2018,Noise Industrial/commercial   Leaf Blower Noise,20910
20242614,11/18/2024,12/27/2024,2024,Residential   Construction/repair/demolition,20814
5541,03/22/1996,04/02/1996,1996,Residential   Mechanical,20878
20162316,10/06/2016,12/12/2016,2016,Residential Muti Tenant Dwelling,20874
5174,11/21/1995,01/02/1996,1995,Residential   Mechanical,20905
15883,02/04/2005,03/28/2005,2005,Industrial/commercial   Electrical Amp Equip,20814
20231478,04/14/2023,06/01/2023,2023,Residential   El  Amplification Equip,20851
20162495,11/17/2016,06/06/2017,2016,Industrial/commercial  construction/repair/demolit,20910
20152375,10/28/2015,12/01/2015,2015,Industrial/commercial   Equipment Noise,20904
9847,04/30/1998,05/22/1998,1998,Residential   Motor Vehicle Noise,20895
20202437,09/08/2020,02/12/2021,2020,Waiver Request,20814
13593,10/14/2003,11/07/2003,2003,Residential   Mechanical,20854
20232095,08/14/2023,11/21/2023,2023,Industrial/commercial   Equipment Noise,20912
20181780,05/21/2018,09/28/2018,2018,Industrial/commercial  construction/repair/demolit,20910
20202324,08/17/2020,09/14/2020,2020,Residential Muti Tenant Dwelling,20910
20241615,05/02/2024,,2024,Industrial/commercial   Electrical Amp Equip,20814
2013495,05/07/2013,05/23/2013,2013,Residential   Construction/repair/demolition,20855
20202645,10/19/2020,12/10/2020,2020,Industrial/commercial  construction/repair/demolit,20910
20192344,09/10/2019,10/08/2019,2019,Industrial/commercial   Electrical Amp Equip,20877
20161283,03/25/2016,08/10/2016,2016,Industrial/commercial  construction/repair/demolit,20814
7729,08/21/1997,09/09/1997,1997,Industrial/commercial  construction/repair/demolit,20906
20182410,10/16/2018,11/06/2018,2018,Industrial/commercial   Equipment Noise,20814
20162475,11/14/2016,12/21/2016,2016,Industrial/commercial   Electrical Amp Equip,20878
2448,08/22/2001,08/30/2001,2001,Industrial/commercial  construction/repair/demolit,20874
20232314,09/27/2023,04/01/2024,2023,Waiver Request,20912
20202069,06/22/2020,07/22/2020,2020,Waiver Request,20910
20232518,11/15/2023,12/27/2023,2023,Residential   Construction/repair/demolition,20816
22888,01/25/2010,05/24/2010,2010,Residential   El  Amplification Equip,20886
20162555,12/05/2016,02/28/2017,2016,Residential Muti Tenant Dwelling,20816
8424,01/22/1999,02/08/1999,1999,Industrial/commercial   Equipment Noise,20832
2014544,04/18/2014,06/25/2014,2014,Industrial/commercial  construction/repair/demolit,20853
20181130,02/12/2018,06/07/2018,2018,Waiver Request,20814
18544,01/08/2007,01/30/2007,2007,Residential   El  Amplification Equip,20879
16935,11/17/2005,12/22/2005,2005,Industrial/commercial  construction/repair/demolit,20910
20211621,04/26/2021,05/10/2021,2021,Noise Industrial/commercial   Leaf Blower Noise,20854
20222118,08/18/2022,05/30/2023,2022,Industrial/commercial   Electrical Amp Equip,20910
27076,09/26/2012,10/08/2012,2012,Residential   Construction/repair/demolition,20879
18446,12/01/2006,02/08/2007,2006,Industrial/commercial   Equipment Noise,20854
20152595,12/29/2015,01/14/2016,2015,Industrial/commercial  construction/repair/demolit,20855
20211147,02/08/2021,03/22/2021,2021,Residential Muti Tenant Dwelling,20895
20172179,08/31/2017,10/13/2017,2017,Residential Muti Tenant Dwelling,20874
20131417,11/25/2013,04/14/2014,2013,Industrial/commercial   Electrical Amp Equip,20906
10589,10/28/1998,12/16/1998,1998,Residential   El  Amplification Equip,20879
20192139,07/22/2019,07/23/2019,2019,Industrial/commercial   Equipment Noise,20816
20192787,12/09/2019,01/03/2020,2019,Residential   El  Amplification Equip,20850
13396,09/03/2003,12/15/2003,2003,Residential   Construction/repair/demolition,20854
21503,03/25/2009,03/27/2009,2009,Residential   Construction/repair/demolition,20905
20131008,08/02/2013,10/22/2013,2013,Industrial/commercial   Equipment Noise,20910
394,04/28/2000,05/01/2000,2000,Industrial/commercial  construction/repair/demolit,20815
20191124,02/06/2019,02/28/2019,2019,Industrial/commercial  construction/repair/demolit,20850
20161905,07/11/2016,10/21/2016,2016,Residential   El  Amplification Equip,20879
2405,09/17/2001,10/15/2001,2001,Industrial/commercial  construction/repair/demolit,20850
20201575,04/10/2020,06/15/2020,2020,Industrial/commercial  construction/repair/demolit,20910
10333,08/14/1998,09/08/1998,1998,Industrial/commercial   Equipment Noise,20878
20161844,06/24/2016,08/03/2016,2016,Residential   El  Amplification Equip,20817
20211419,03/23/2021,03/29/2021,2021,Residential Muti Tenant Dwelling,20874
